Selected,Customer ID,Customer Name,Customer Class,Country,City,Currency ID,Terms,Customer Status,Sage Code,Customer Group,Category,Customer Region,Parent Code,Price Class ID,Price Class Name,Main A/CC Owner,Route Code,Route Name,Credit Limit,Rep Code,Sales Rep,Zone ID,Customer Zone,Address Line 1,Address Line 2,Address Line 3,Shipping Rule,Email,Statement Type,Business Account ID,Tax Registration ID,Statement cycle,Delivery
False,CUST100960,Synergy Group Ltd,KPSERVICE,KE,,KES,30D,Inactive,24113,Kim-Fay Professional,,Nairobi West,,KPBASE,KP Base price,,1F,Parklands,2.00,YVON,Yvonne Achieng,Z001,Westlands,P.O. Box 1037 - 00100,"3Rd Parklands Avenue,",,Back Order Allowed,wagathiri@yahoo.com,Open Item,,A002566769N,MONTHLY,
False,CUST100961,System Integration Ltd (Symphony),KPSERVICE,KE,,KES,30DS,On Hold,23192,Kim-Fay Professional,,Nairobi West,,KPBASE,KP Base price,,1D,Westlands,2.00,YVON,Yvonne Achieng,Z001,Westlands,P O Box 14201 00800,Waiyaki Way,,Back Order Allowed,lmbai@symphony.co.ke,Open Item,,,MONTHLY,
False,CUST100962,T.M.L. Tamarind Nairobi - Closed,KPHOTEL,KE,,KES,30D,Inactive,2064,Kim-Fay Professional,,Nairobi West,,KPBASE,KP Base price,,3O,Upper Hill,0.00,P193,June Chesire,Z003,Ngong,"P.O.Box 74493,",,,Back Order Allowed,,Open Item,,,MONTHLY,
False,CUST100963,Taita Hills And Saltlick Wildlife Resort Ltd,KPHOTEL,KE,,KES,60DS,Active,25282,Kim-Fay Professional,,Coast,,TAITAHILLS,Taita Hills and Salt lick,,11A,Voi,0.00,P022,Lucy Rimberia,Z011,Voi,84198-80100,Voi,,Back Order Allowed,julius-accts@taitahillssafariresort.com,Open Item,,P000595126V,MONTHLY,
False,CUST100964,Tamia Ltd,KPCCLNRS,KE,,KES,60DS,Active,23301,Kim-Fay Professional,,Nairobi East,,TAMIALTD23,Tamia Ltd (23301),,5G,Buru buru,"2,400,000.00",P504,Diana Wendy,Z005,Mombasa Road,P O Box 1034 00515,Off Outer Ring Road On The Right,,Back Order Allowed,felister.njiru@tamia.co.ke,Open Item,,P051152161Z,MONTHLY,
False,CUST100965,Tara Suites,KPHOTEL,KE,,KES,30D,Active,23617,Kim-Fay Professional,,Nairobi West,,KPBASE,KP Base price,,1L,Gigiri,2.00,P504,Diana Wendy,Z001,Westlands,,Gigiri,,Back Order Allowed,Christine-accounts@tarasuites.com,Open Item,,,MONTHLY,
False,CUST100968,Tarpo Industries Ltd,KPINDUSTRY,KE,,KES,30DS,Active,3827,Kim-Fay Professional,,Nairobi East,,TARPOINDUS,Tarpo Industries -,,5A,Industrial Area,"100,000.00",P505,Shirleen Chebet,Z005,Mombasa Road,P O Box 45164 00100,"Road C, Off Enterprise Road",,Back Order Allowed,musau@tarpo.com,Open Item,,P000619877R,MONTHLY,
False,CUST100969,Tea Tot Hotel Ltd,KPREST,KE,,KES,30D,Active,24770,Kim-Fay Professional,,Eastern,,TEATOTHOTE,Tea Tot hotel ltd,,10A,Machakos,1.00,C967,Berna Piwang,Z010,Eastern,P.O.BOX 599-90100,"Machakos, Machakos Town",,Back Order Allowed,info@teatot.co.ke,Open Item,,P051094645A,MONTHLY,
False,CUST100970,Tebere Concrete Co. Ltd,KPINDUSTRY,KE,,KES,30DS,Active,24884,Kim-Fay Professional,,Lower Mountain,,KPBASE,KP Base price,,6C,Embu,"100,000.00",P489,John Kaguai,Z006,Mountain,P. O. Box 117 - 60100,"Sagana, Immediately After Sagana Bridge",,Back Order Allowed,raju@teberconcrete.co.ke,Open Item,,P000634176Z,MONTHLY,
False,CUST100971,TECHNO BRAIN BPO ITES LIMITED,KPSERVICE,KE,,KES,30DS,Active,3640,Kim-Fay Professional,,Nairobi West,,TECHNOBRAI,Techno Brain 3640,,3L,Hurlingham,0.00,YVON,Yvonne Achieng,Z003,Ngong,"3rd Floor, Heritan House",Woodlands Road off Arwings Khodek,,Back Order Allowed,joseph.mwangi@technobraingroup.com,Open Item,,P051191692Z,MONTHLY,
False,CUST100972,Techno Relief Services Ltd,KPSERVICE,KE,Nairobi,KES,30DS,Active,3831,Kim-Fay Professional,,Nairobi West,,KPBASE,KP Base price,,5P,Mombasa Road,"2,000,000.00",YVON,Yvonne Achieng,Z005,Mombasa Road,"Samir Industrial Park, Road C",off Enterprise Rd behind Exotic EPZ,,Back Order Allowed,info@technorelief.com,Open Item,,P051137167E,MONTHLY,
False,CUST100973,Technoleo Solutions Limited,KPCCLNRS,KE,,KES,30D,Active,24913,Kim-Fay Professional,,Nairobi Central,,TECHNOLEOS,Technoleo solutions ltd,,5P,Mombasa Road,2.00,P193,June Chesire,Z005,Mombasa Road,Unilever,Mombasa Road,,Back Order Allowed,james@technoleo.net,Open Item,,P051515513W,MONTHLY,
False,CUST100974,Technoserve,KPSERVICE,KE,,KES,30D,Active,3689,Kim-Fay Professional,,Nairobi West,,TECHNOSERV,Technoserve 3689,,3K,Lavington,"100,000.00",P504,Diana Wendy,Z003,Ngong,P O Box 14821 00800,"House 39,Apple Cross Rd,James Gichuru Rd,Lavington",,Back Order Allowed,smunene@tns.org,Open Item,,P000591944S,MONTHLY,
False,CUST100975,Techsavvy-(K) Limited,KPSERVICE,KE,,KES,30D,Active,24918,Kim-Fay Professional,,Nairobi East,,KPBASE,KP Base price,,4C,Thika Road,1.00,P504,Diana Wendy,Z004,Thika,P.O. BOX 17222 - 00100,National Youth Service,,Back Order Allowed,info@techsavvykenya.com; techsavvyltd2@gmail.com,Open Item,,P051433072Z,MONTHLY,
False,CUST100976,Tembuland Ltd C/O Knight Frank,KPPMGR,KE,,KES,60DS,Active,24741,Kim-Fay Professional,,Nairobi West,,KNIGHTFRAN,Knight Frank Services Ltd 3682,,1D,Westlands,"400,000.00",P104,Irene Luketelo,Z001,Westlands,P.O Box 39773 - 00623,Keystone Park,,Back Order Allowed,brenda.busienei@ke.knightfrank.com,Open Item,,P051320002A,MONTHLY,
False,CUST100977,Tenwek Hospital,KPHEALTH,KE,,KES,60DS,Active,24925,Kim-Fay Professional,,South Nyanza,,TENWEKHOSP,Tenwek Hospital,,9B,Bomet,"1,950,000.00",P489,John Kaguai,Z009,Western C,P.O Box 39 - 20400,"Bomet, Kenya",,Back Order Allowed,weldon.kigen@tenwekhosp.org,Open Item,,P051094623U,MONTHLY,
False,CUST100978,Thaara Limited C/O Knight Frank Kenya Ltd,KPPMGR,KE,,KES,60DS,On Hold,24868,Kim-Fay Professional,,Nairobi West,,KPBASE,KP Base price,,1N,Ruaka,"400,000.00",P104,Irene Luketelo,Z001,Westlands,P.O.BOX 39773-00623,"Rosslyn Riviera Mall, Limuru Road",,Back Order Allowed,james.githinji@ke.knightfrank.com,Open Item,,P051324911P,MONTHLY,
False,CUST100979,Thames Tana Ltd,KPSERVICE,KE,,KES,30D,Active,25114,Kim-Fay Professional,,Nairobi East,,KPBASE,KP Base price,,5A,Industrial Area,1.00,P504,Diana Wendy,Z005,Mombasa Road,51443-00100,Shimolatewa Road,,Back Order Allowed,khadija.mohamed.churchill@gmail.com,Open Item,,P051699259E,MONTHLY,
False,CUST100980,The Address Property Management Ltd,KPPMGR,KE,,KES,30DS,Active,24885,Kim-Fay Professional,,Nairobi West,,THEADRESSP,The Adress Property management,,1B,Waiyaki Way,"1,200,000.00",P193,June Chesire,Z001,Westlands,P. O. Box 66709 - 00800,The Address - Off Waiyaki Way,,Back Order Allowed,accounts@theaddress.co.ke,Open Item,,P051743911Z,MONTHLY,
False,CUST100981,The AECF,KPNGO,KE,,KES,30DS,Active,24734,Kim-Fay Professional,,Nairobi West,,THEAECF247,The AECF 24734,,1B,Waiyaki Way,"50,000.00",P505,Shirleen Chebet,Z001,Westlands,P.O Box 1996 - 00606,Ground Floor,,Back Order Allowed,info@aecfafrica.org,Open Item,,P051627692Y,MONTHLY,
False,CUST100982,The African Academy Of Sciences,KPNGO,KE,,KES,30DS,Active,25037,Kim-Fay Professional,,Nairobi West,,KPBASE,KP Base price,,3B,Karen,"200,000.00",P504,Diana Wendy,Z003,Ngong,24916-00502,8 Miotoni Lane,,Back Order Allowed,g.musyoki@aasciences.africa,Open Item,,P000606492F,MONTHLY,
False,CUST100983,The Alba Hotels Ltd,KPHOTEL,KE,,KES,30DS,Active,23888,Kim-Fay Professional,,Upper Mountain,,LAVINGTONH,Lavington Hotel Ltd,,6F,Meru,"400,000.00",YVON,Yvonne Achieng,Z006,Mountain,Alba hotel Meru-Milimani Road.,,,Back Order Allowed,pmeme@albahotels.co.ke,Open Item,,P051356117W,MONTHLY,
False,CUST100984,The Alps Hotel Nakuru,KPREST,KE,,KES,30D,Active,25131,Kim-Fay Professional,,Nairobi West,,KPBASE,KP Base price,,3B,Karen,"600,000.00",P489,John Kaguai,Z003,Ngong,"Kcb Leadership Centre,Karen",,,Back Order Allowed,leah.chege@thealpshotelnakuru.com,Open Item,,P051659065W,MONTHLY,
False,CUST100985,The Banda School,KPEDU,KE,,KES,45DS,Active,24641,Kim-Fay Professional,,Nairobi West,,THEBANDASC,The Banda School,,3F,Ongata Rongai,"1,100,000.00",P104,Irene Luketelo,Z003,Ngong,P.o Box 24722 - 00502,Magadi Road,,Back Order Allowed,finance@bandaschool.com,Open Item,,P000614120F,MONTHLY,
False,CUST100986,The Big Five (Brew Bistro),KPREST,KE,,KES,30DS,Active,23597,Kim-Fay Professional,,Nairobi West,,KPBASE,KP Base price,,3C,Ngong Road,"900,000.00",P504,Diana Wendy,Z003,Ngong,Baba Dogo Spectrum Business park,Ruaraka,,Back Order Allowed,payables@thebigfivebreweries.com,Open Item,,P051183573B,MONTHLY,
False,CUST100987,The Blues Holdings Ltd,KPSERVICE,KE,,KES,30D,Inactive,3797,Kim-Fay Professional,,Nairobi Central,,KPBASE,KP Base price,,2A,CBD,"20,000.00",P183,Mercy Irungu,Z002,CBD,P O Box 18914 00100,Barclays Plaza,,Back Order Allowed,,Open Item,,,MONTHLY,
False,CUST100988,The British Council,KPNGO,KE,,KES,30DS,Active,24198,Kim-Fay Professional,,Nairobi West,,THEBRITISH,The British Council,,3O,Upper Hill,"500,000.00",C1262,Mercyline Kemunto,Z003,Ngong,,The British Council,,Back Order Allowed,gideon.koech@britishcouncil.or.ke,Open Item,,P051098771P,MONTHLY,
False,CUST100989,The Church Of Jesus Christ Of Latter Day,KPRELGS,KE,,KES,30DS,Inactive,2541,Kim-Fay Professional,,Nairobi West,,KPBASE,KP Base price,,3O,Upper Hill,"150,000.00",YVON,Yvonne Achieng,Z003,Ngong,Kenya Service Centre,Upperhill,,Back Order Allowed,GesimbaCN@idschurch.org,Open Item,, P051093958I,MONTHLY,
False,CUST100990,The Concord Hotel & Suites,KPHOTEL,KE,,KES,30DS,Active,25111,Kim-Fay Professional,,Nairobi West,,THECONCORD,The Concord Hotel,,1F,Parklands,"700,000.00",P096,Doreen Mugwika,Z001,Westlands,49434-00100,31 Wangapala Road,,Back Order Allowed,zara@theconcordhotels.com,Open Item,,P000597732D,MONTHLY,
False,CUST100991,The Cradle Hotel,KPHOTEL,KE,,KES,CURRENT,Active,24463,Kim-Fay Professional,,Nairobi West,,THECRADLEH,The Cradle hotel ltd,,2A,CBD,1.00,C967,Berna Piwang,Z002,CBD,CBD,Dhl Medical Care K1,,Back Order Allowed,thecradlecamp@gmail.com,Open Item,,P051548671V,MONTHLY,
False,CUST100992,The Ford Foundation,KPNGO,KE,,KES,30DS,Active,2133,Kim-Fay Professional,,Nairobi West,,THEFORDFOU,The Ford Foundation,,3C,Ngong Road,"50,000.00",P505,Shirleen Chebet,Z003,Ngong,"Vienna Court, West Wing,","4th Floor, State House Crescent Road.",,Back Order Allowed,r.abdallah@fordfoundation.org,Open Item,,P051092900M,MONTHLY,
False,CUST100993,The Garden & Wedding Centre Ltd,KPSERVICE,KE,,KES,30D,Active,24447,Kim-Fay Professional,,Nairobi East,,THEGARDENA,The Garden and wedding,,5P,Mombasa Road,"200,000.00",P504,Diana Wendy,Z005,Mombasa Road,P.O. Box 3921-00100,Cosmas Ndeti Road Muimara Estate House no.23 Regar,,Back Order Allowed,mugodg@gmail.com,Open Item,,,MONTHLY,
False,CUST100994,The Good Earth Group Ltd - Gigiri,KPHOTEL,KE,,KES,30DS,Inactive,23846,Kim-Fay Professional,,Nairobi West,,KPBASE,KP Base price,,1L,Gigiri,"350,000.00",YVON,Yvonne Achieng,Z001,Westlands,P.O.Box 368-00606,Un Avenue Gigiri,,Back Order Allowed,tedmo@rocketmail.com,Open Item,,P051531229T,MONTHLY,
False,CUST100995,The Jubilee Life Insurance LTD,KPSERVICE,KE,,KES,60DS,Active,3673,Kim-Fay Professional,,Nairobi Central,,THEJUBILEE,The Jubilee Insurance Co.,,2A,CBD,"1,800,000.00",P104,Irene Luketelo,Z002,CBD,P O Box 30376 00100,Cbd Jubilee Insurance Building.,,Back Order Allowed,pamela.shitoshe@jubileekenya.com,Open Item,,P051166688P,MONTHLY,
False,CUST100996,The Junction Ltd C/O Knight Frank,KPPMGR,KE,,KES,60DS,Active,23503,Kim-Fay Professional,,Nairobi West,,KPBASE,KP Base price,,3C,Ngong Road,"250,000.00",P104,Irene Luketelo,Z003,Ngong,P O Box 40612,The Junction,,Back Order Allowed,rehema.maena@ke.knightfrank.com,Open Item,,P000602260L,MONTHLY,
False,CUST100997,The Kca University,KPEDU,KE,,KES,60DS,Active,23303,Kim-Fay Professional,,Nairobi East,,THEKCAUNIV,The KCA University,,4C,Thika Road,"1,200,000.00",P104,Irene Luketelo,Z004,Thika,P O Box 56808 00200,Ruaraka,,Back Order Allowed,kyengo@kcau.ac.ke,Open Item,,P051437784U,MONTHLY,
False,CUST100998,The King Post Ltd,KPHOTEL,KE,,KES,30D,Active,23189,Kim-Fay Professional,,Nairobi West,,KPBASE,KP Base price,,1D,Westlands,"180,000.00",P504,Diana Wendy,Z001,Westlands,P O Box 13606 00800,East Church Road,,Back Order Allowed,maintenance@gablesgroup.co.ke,Open Item,,P051168562I,DAILY,
False,CUST100999,The Kyaka Hotel,KPHOTEL,KE,,KES,30D,Active,24514,Kim-Fay Professional,,Eastern,,THEKYAKAHO,The kyaka hotel,,10A,Machakos,0.00,P193,June Chesire,Z010,Eastern,P.O Box 2321 - 90100,Machakos Town,,Back Order Allowed,accounts@thekyakahotel.co.ke; Procurement@thekyakahotel.co.ke,Open Item,,P051453217R,MONTHLY,
False,CUST101000,The Lazizi Premiere Ltd,KPHOTEL,KE,,KES,30DS,Active,24523,Kim-Fay Professional,,Nairobi East,,THELAZIZIP,The Lazizi premier ltd,,5D,JKIA,"400,000.00",P096,Doreen Mugwika,Z005,Mombasa Road,P.O Box 37813 - 00100,Jkia Airport,,Back Order Allowed,rebecca.michoki@crowneplazanairobiairport.com,Open Item,,P051439266R,MONTHLY,
False,CUST101001,The Library Sports Bar Ltd,KPREST,KE,,KES,30D,Inactive,25113,Kim-Fay Professional,,Nairobi West,,KPBASE,KP Base price,,3C,Ngong Road,1.00,YVON,Yvonne Achieng,Z003,Ngong,41-00100,Ngong Road,,Back Order Allowed,,Open Item,,P051812520W,MONTHLY,
False,CUST101002,The Local Grill Kenya Ltd,KPREST,KE,,KES,30D,Active,24846,Kim-Fay Professional,,Nairobi West,,KPBASE,KP Base price,,1L,Gigiri,"100,000.00",YVON,Yvonne Achieng,Z001,Westlands,"P.O.BOX 47770-00100, NAIROBI, KENYA","Village Market, New Wing",,Back Order Allowed,alicewambeti@yahoo.com,Open Item,,P051661348C,MONTHLY,
False,CUST101003,The Lord Errol,KPHOTEL,KE,,KES,30DS,Inactive,3770,Kim-Fay Professional,,Nairobi West,,KPBASE,KP Base price,,1L,Gigiri,"300,000.00",YVON,Yvonne Achieng,Z001,Westlands,P O Box 0621 999,Gigiri Past Un,,Back Order Allowed,procurement@lord-erroll.comGigiri,Open Item,,P051117540T,MONTHLY,
False,CUST101004,The Mombasa Hospital,KPHEALTH,KE,,KES,60DS,Active,2335,Kim-Fay Professional,,Coast,,THEMOMBASA,The Mombasa Hospital,,12A,Mombasa,"3,000,000.00",P022,Lucy Rimberia,Z012,Coast,"P.O.BOX 90294,",Kizingo Mombasa,,Back Order Allowed,creditors@mombasahospital.com,Open Item,,P051092199H,MONTHLY,
False,CUST101005,The Monarch Insurance Co. Ltd,KPSERVICE,KE,,KES,30D,Active,24549,Kim-Fay Professional,,Nairobi Central,,THEMONARCH,The Monarch insurance co.ltd,,2A,CBD,"100,000.00",P504,Diana Wendy,Z002,CBD,P.O. Box 44Nairobi Eastern - 00100,Chester House 1St Floor,,Back Order Allowed,pkinyanjui@monarchinsurance.co.ke,Open Item,,P000609356G,MONTHLY,
False,CUST101006,The Nairobi Hospital,KPHEALTH,KE,,KES,60DS,Active,1257,Kim-Fay Professional,,Nairobi West,,THENAIROBI,The Nairobi Hospital 1257,,3L,Hurlingham,"13,600,000.00",P096,Doreen Mugwika,Z003,Ngong,Nairobi Hospital,"Argwings Kodhek Rd, Nairobi",,Back Order Allowed,festuslangat@nbihosp.org,Open Item,,P000592671Z,MONTHLY,
False,CUST101007,The Neviane Limited,KPDIST,KE,,KES,30D,Active,24853,Kim-Fay Professional,,Nairobi East,,KPDISTRIB,KP Distributors,,5P,Mombasa Road,"2,400,000.00",LITIGATION,Litigation Accounts,Z005,Mombasa Road,Plessey House Along Uhuru Highway,The Gate on Baricho Road,,Back Order Allowed,neviane.limited@gmail.com,Open Item,,P051704705A,MONTHLY,
False,CUST101008,The Ninety Group Ltd,KPDIST,KE,,KES,30D,Active,24305,Kim-Fay Professional,,Nairobi West,,KPDISTRIB,KP Distributors,,,,"50,000.00",P505,Shirleen Chebet,Z003,Ngong,Wambco Highway Court,After NextGen Mall,,Back Order Allowed,theninetygroup@gmail.com,Open Item,,P051535674R,MONTHLY,
False,CUST101010,The Panari Resort Nyahururu,KPHOTEL,KE,,KES,30D,Active,24536,Kim-Fay Professional,,South Rift,,KPBASE,KP Base price,,5P,Mombasa Road,"60,000.00",P489,John Kaguai,Z005,Mombasa Road,Panari Hotel,,,Back Order Allowed,purchasing@panariresort.com,Open Item,,P051163217J,MONTHLY,
False,CUST101011,The Real Ipm Company Kenya Ltd,KPAGRI,KE,,KES,30DS,Active,24106,Kim-Fay Professional,,Nairobi East,,THEREALIPM,The Real IPM Company Kenya Ltd,,4A,Thika Town,"200,000.00",P096,Doreen Mugwika,Z004,Thika,P.O. Box 4001 - 01002,"Kichozi Farm,",,Back Order Allowed,kenneth.ngure@biobestgroup.com; mary.mirigo@biobestgroup.com,Open Item,,P051154048S,MONTHLY,
False,CUST101012,The River Cafe Ltd,KPHOTEL,KE,,KES,30DS,Active,3780,Kim-Fay Professional,,Nairobi West,CUST100796,RIVERCAFEG,River Cafe Gigiri ltd,Maximillian Otieno,1L,Gigiri,0.00,C1262,Mercyline Kemunto,Z001,Westlands,P O Box 9415 00100,Off Limuru Road,,Back Order Allowed,sophie@therosslyncentre.com,Open Item,,P051199179S,MONTHLY,
False,CUST101013,The Safari Collection Ltd,KPSERVICE,KE,,KES,30DS,On Hold,24057,Kim-Fay Professional,,Nairobi West,,KPBASE,KP Base price,,3B,Karen,"100,000.00",P096,Doreen Mugwika,Z003,Ngong,P.O.Box 15565-0503,Giraffe Manor,,Back Order Allowed,,Open Item,,,MONTHLY,
False,CUST101015,The Smith Bar & Restaurant Ltd,KPHOTEL,KE,,KES,30DS,Active,23817,Kim-Fay Professional,,Nairobi West,,THESMITH,The smith,,3F,Ongata Rongai,"500,000.00",P096,Doreen Mugwika,Z003,Ngong,Ollaro by The Smith,Masai Lodge Road,,Back Order Allowed,womondi@thesmithhotels.co.ke,Open Item,,P051316693O,MONTHLY,
False,CUST101016,The Standard Group Plc,KPSERVICE,KE,,KES,30DS,Active,3684,Kim-Fay Professional,,Nairobi East,,THESTANDAR,The Standard Group Ltd,,5P,Mombasa Road,"300,000.00",C1262,Mercyline Kemunto,Z005,Mombasa Road,P O Box 30080 00100,The Standard Group Centre,,Back Order Allowed,hgitau@standardmedia.co.ke,Open Item,,P000591094V,MONTHLY,
False,CUST101017,The Stanley Hotel,KPHOTEL,KE,,KES,60DS,Active,1134,Kim-Fay Professional,,Nairobi Central,,SAROVAHOTE,Sarova Hotels Ltd - Central,,2A,CBD,0.00,P025,Susan Mwathi,Z002,CBD,P.O.BOX 30680,The Stanley Hotel,,Back Order Allowed,joseph.nyakwaka@sarovahotels.com,Open Item,,P000607761D,MONTHLY,
False,CUST101018,The Wrigley Company (Ea) Ltd,KPINDUSTRY,KE,,KES,60DS,Inactive,23471,Kim-Fay Professional,,Nairobi East,,KPBASE,KP Base price,,2A,CBD,"300,000.00",YVON,Yvonne Achieng,Z002,CBD,P O Box 30767 - 00100,Bamburi Rd,,Back Order Allowed,infokenya@wrigley.com,Open Item,,,MONTHLY,
False,CUST101020,Thika Sports Club,KPHOTEL,KE,,KES,30DS,Active,23434,Kim-Fay Professional,,Nairobi East,,THIKASPORT,Thika Sports Club,,4A,Thika Town,"600,000.00",YVON,Yvonne Achieng,Z004,Thika,"P O Box 257,",Bendor Rd - Thika,,Back Order Allowed,bethwgikura@gmail.com,Open Item,,P000622837S,MONTHLY,
False,CUST101022,Tigoni Study Centre,KPEDU,KE,,KES,30DS,Active,2543,Kim-Fay Professional,,Nairobi West,,KPBASE,KP Base price,,1I,Limuru,"100,000.00",YVON,Yvonne Achieng,Z001,Westlands,,Limuru Near Maramba Tea Factory,,Back Order Allowed,tigonistudycentre@gmail.com,Open Item,,P000607022N,MONTHLY,
False,CUST101023,Tile & Carpet Centre Ltd,KPINDUSTRY,KE,,KES,60DS,Active,24322,Kim-Fay Professional,,Nairobi East,,TILECARPET,Tile & Carpet Centre Ltd,,5P,Mombasa Road,"150,000.00",P504,Diana Wendy,Z005,Mombasa Road,P.O. Box 3115 - 00200,Mombasa Road,,Back Order Allowed,danm@tilecentre.com,Open Item,,,MONTHLY,
False,CUST101024,Timescon Engineering Co. Ltd,KPSERVICE,KE,,KES,30D,Active,25070,Kim-Fay Professional,,Nairobi East,,KPBASE,KP Base price,,4C,Thika Road,1.00,P504,Diana Wendy,Z004,Thika,8752-Nairobi Eastern00,Kenyatta University Referral Hospital,,Back Order Allowed,timescanlimited@yahoo.com,Open Item,,P051201755R,MONTHLY,
False,CUST101025,Tipilikwani Mara Camp Limited,KPHOTEL,KE,,KES,30D,Active,24756,Kim-Fay Professional,,Nairobi West,CUST100087,ATUAENKOPA,Atua Enkop Africa,Mercy Nyagano,1D,Westlands,"200,000.00",P504,Diana Wendy,Z001,Westlands,166 Shanzu Road Spring Valley,Lower Kabete,,Back Order Allowed,accounts2@atua-enkop.com,Open Item,,P051182598I,MONTHLY,
False,CUST101026,Tipsy Corner Llp,KPREST,KE,,KES,30D,Active,25057,Kim-Fay Professional,,Nairobi West,,KPBASE,KP Base price,,4E,Kiambu,1.00,P504,Diana Wendy,Z004,Thika,9718-00100,"Vineyard Lounge,kimabu Rd",,Back Order Allowed,tipsycorner2018@gmail.com,Open Item,,P051755226J,MONTHLY,
False,CUST101027,Tiramisu Ltd,KPREST,KE,,KES,30D,Active,24261,Kim-Fay Professional,,Nairobi West,,KPBASE,KP Base price,,1L,Gigiri,"50,000.00",P504,Diana Wendy,Z001,Westlands,P.O. Box 39584 - 00623,Village Market,,Back Order Allowed,info@tiramisubakery.co.ke,Open Item,,P051410948Y,MONTHLY,
False,CUST101028,TML/The Carnivore,KPREST,KE,,KES,60DS,Inactive,3514,Kim-Fay Professional,,Nairobi West,,LANGATAHOT,Langata hotel development ltd,,3G,Langata,"1,000,000.00",P193,June Chesire,Z003,Ngong,"P.O.BOX 56685-00200,","Langata Road, Nairobi",,Back Order Allowed,supervisor.accountspayable@tamarind.co.ke,Open Item,,P000604488D,MONTHLY,
False,CUST101029,Tnt Express Worldwide (K) Ltd,KPSERVICE,KE,,KES,30DS,Active,24350,Kim-Fay Professional,,Nairobi East,,KPBASE,KP Base price,,5P,Mombasa Road,1.00,P504,Diana Wendy,Z005,Mombasa Road,P.O. Box 25133 - 00100,Even Business Parkwing A 1St Fl,,Back Order Allowed,finance.ke@tnt.com,Open Item,,P051202136L,MONTHLY,
False,CUST101031,Top Image Cleaning Services Ltd,KPCCLNRS,KE,Nairobi,KES,30DS,Active,24365,Kim-Fay Professional,,Nairobi Central,,TOPIMAGECL,Top Image Cleaning Services Lt,,2A,CBD,"800,000.00",P504,Diana Wendy,Z002,CBD,Freedom height mall - Langata,3rd Floor Rm NO: 10,,Back Order Allowed,topimageke@gmail.com; info@topimagecleaners.com,Open Item,,P051454783N,MONTHLY,
False,CUST101032,Torrent East Africa Ltd,KPINDUSTRY,KE,,KES,30DS,Active,24714,Kim-Fay Professional,,Nairobi East,,TORRENTEAS,Torrent East Africa Ltd,,5A,Industrial Area,4.00,P504,Diana Wendy,Z005,Mombasa Road,P.O Box 78632 - 00507,"Kampala Road, Off Enterprise Road",,Back Order Allowed,s.njuguna@torrentclosures.com,Open Item,,P051625768V,MONTHLY,
False,CUST101033,Total Foodservice Solutions Ltd,KPDIST,KE,,KES,60DS,Active,24826,Kim-Fay Professional,,Nairobi East,,KPBASE,KP Base price,,5A,Industrial Area,"120,000.00",P025,Susan Mwathi,Z005,Mombasa Road,"P.O.BOX 88844-00100, NAIROBI KENYA",23 Bamburi Road Off Enterprise Road,,Back Order Allowed,accounts@tfs.co.ke,Open Item,,P051713029A,MONTHLY,
False,CUST101034,Total Touch Cargo Ltd,KPSERVICE,KE,,KES,30D,Active,23772,Kim-Fay Professional,,Nairobi East,,TOTALTOUCH,Total Touch Cargo Ltd,,5D,JKIA,"60,000.00",P504,Diana Wendy,Z005,Mombasa Road,P.O.Box 19295-00501,Jkia Kahl Terminal 1,,Back Order Allowed,ttc@totaltouch-cargo.com,Open Item,,P051134734R,MONTHLY,
False,CUST101035,Trade House Africa Ltd,KPINDUSTRY,KE,,KES,30D,Active,25233,Kim-Fay Professional,,Nairobi East,,TRADEHOUSE,Trade House Africa Ltd,,5A,Industrial Area,2.00,YVON,Yvonne Achieng,Z005,Mombasa Road,78378-00507,Kenya Industrial Estate Godown 39,,Back Order Allowed,info@tradehouse.co.ke,Open Item,,P051107332Q,MONTHLY,
False,CUST101036,Trade Made Ltd,KPSERVICE,KE,,KES,30D,On Hold,24644,Kim-Fay Professional,,Nairobi East,,KPBASE,KP Base price,,5P,Mombasa Road,"50,000.00",P025,Susan Mwathi,Z005,Mombasa Road,P.O Box 40799 - 00100,Sabaki Area Past Mlolongo,,Back Order Allowed,,Open Item,,P051549531M,MONTHLY,
False,CUST101037,Tranquil Communities Limited,KPPMGR,KE,,KES,30DS,On Hold,25176,Kim-Fay Professional,,Nairobi Central,,KPBASE,KP Base price,,2A,CBD,"400,000.00",C967,Berna Piwang,Z002,CBD,P.O.BOX 2211 - 00202,Standard Street Lonrhouse,,Back Order Allowed,tranquilcltd@gmail.com,Open Item,,P051624807D,MONTHLY,
False,CUST101038,Trans Business Machines Ltd,KPINDUSTRY,KE,,KES,30DS,Active,24016,Kim-Fay Professional,,Nairobi West,,TRANSBUSIN,Transbusiness Machines Ltd,,3O,Upper Hill,"200,000.00",P504,Diana Wendy,Z003,Ngong,P O Box10069 00100,Solutions Tech Place,,Back Order Allowed,jnjoki@tbm.co.ke,Open Item,,P000605997N,MONTHLY,
False,CUST101040,Tribe 44 Limited,KPREST,KE,,KES,30D,Active,24763,Kim-Fay Professional,,Nairobi West,,TRIBE44LIM,Tribe 44 limited,,1C,Lower Kabete,2.00,P504,Diana Wendy,Z001,Westlands,P.O Box 1522 - 00606,Spring Valley Business Park Ltd,,Back Order Allowed,chefjandu@tribe44.co,Open Item,,P051684508H,MONTHLY,
